CUSTOMERID,FIRSTNAME,LASTNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,COUNTRY,REGION,EMAIL,PHONE,CREDITCARDTYPE,CREDITCARD,CREDITCARDEXPIRATIONYEAR,CREDITCARDEXPIRATIONMONTH,USERNAME,PASSWORD,AGE,INCOME,GENDER
20140,EBIJCQ,DRLNEGJHUP,3594521299 Dell Way,,UAOPUZG,DE,99456,US,1,DRLNEGJHUP@dell.com,3594521299,2,7.01E+15,2008,6,user20140,password,76,40000,F
20141,EYJMBB,UXPYTAAAUL,6205179911 Dell Way,,ECPKCDV,DC,21264,US,1,UXPYTAAAUL@dell.com,6205179911,3,1.61E+15,2008,6,user20141,password,67,40000,M
20142,HOBSXT,JVRFBOHJOB,2973181130 Dell Way,,JBZXHOF,SD,60522,US,1,JVRFBOHJOB@dell.com,2973181130,1,3.84E+15,2008,6,user20142,password,33,40000,M
20143,BCRTGT,XSGTADTDJB,1454769137 Dell Way,,BBEWMFX,ND,97847,US,1,XSGTADTDJB@dell.com,1454769137,2,1.33E+15,2008,6,user20143,password,19,40000,M
20144,KUKTIN,BTSBVZSTLH,2457750445 Dell Way,,ILHUYSO,ND,82084,US,1,BTSBVZSTLH@dell.com,2457750445,2,9.45E+15,2008,6,user20144,password,18,40000,F
20145,OGSIZI,SPIPHJRTQN,1186435319 Dell Way,,HYZECQK,OK,10492,US,1,SPIPHJRTQN@dell.com,1186435319,2,8.45E+15,2008,6,user20145,password,86,20000,M
20146,VGSRBY,EUSKZKAAJY,4117477583 Dell Way,,BUNCXWF,WV,33986,US,1,EUSKZKAAJY@dell.com,4117477583,5,8.15E+15,2008,6,user20146,password,68,20000,F
20147,QZIWVS,VLABQLIVKR,6749066655 Dell Way,,BRQXQES,TN,23026,US,1,VLABQLIVKR@dell.com,6749066655,2,2.22E+15,2008,6,user20147,password,25,100000,M
20148,NQFSFT,JVBUEOQYTG,9494310293 Dell Way,,LTQSSEQ,MN,54313,US,1,JVBUEOQYTG@dell.com,9494310293,5,8.66E+15,2008,6,user20148,password,28,80000,M
20149,PKMKFJ,IFZUODFLKT,7629373697 Dell Way,,WOOTGJR,MN,56185,US,1,IFZUODFLKT@dell.com,7629373697,5,9.42E+15,2008,6,user20149,password,39,60000,M
20150,SQTOSM,PPZURATWAT,9479739322 Dell Way,,JKUDFBU,WI,62338,US,1,PPZURATWAT@dell.com,9479739322,1,1.86E+15,2008,6,user20150,password,80,20000,F
20151,JANOKU,OWGKLUHGKX,1356984275 Dell Way,,MRAYZDL,OR,17843,US,1,OWGKLUHGKX@dell.com,1356984275,1,6.88E+15,2008,6,user20151,password,70,100000,M
20152,YICTPJ,WYPCFRKRJL,5556437034 Dell Way,,VWESZSV,HI,67157,US,1,WYPCFRKRJL@dell.com,5556437034,3,5.18E+15,2008,6,user20152,password,80,100000,F
20153,SNZZTL,VANMRQHTFQ,4367405459 Dell Way,,BKFMUQY,CT,93668,US,1,VANMRQHTFQ@dell.com,4367405459,4,7.43E+15,2008,6,user20153,password,59,100000,F
20154,MLWCJK,JABYWBBOBX,4982795255 Dell Way,,DMIFIWI,WA,86949,US,1,JABYWBBOBX@dell.com,4982795255,4,6.52E+15,2008,6,user20154,password,25,40000,M
20155,UULYCA,REPTGTJHFR,9609571700 Dell Way,,ANYYSLE,WA,91110,US,1,REPTGTJHFR@dell.com,9609571700,3,7.41E+15,2008,6,user20155,password,32,100000,F
20156,AEYVGT,YCMXJTNSGP,8743795990 Dell Way,,EUCWRTN,WA,24239,US,1,YCMXJTNSGP@dell.com,8743795990,1,7.06E+15,2008,6,user20156,password,77,100000,F
20157,FPQXOE,KRTNAPDNPX,2263730710 Dell Way,,HNCXDOE,DC,57864,US,1,KRTNAPDNPX@dell.com,2263730710,1,5.85E+15,2008,6,user20157,password,52,80000,M
20158,QKLAMD,VVQYGUXCCB,9348246578 Dell Way,,XIOHHLM,ME,57050,US,1,VVQYGUXCCB@dell.com,9348246578,1,8.91E+15,2008,6,user20158,password,67,40000,F
20159,RLCGSY,OBSTQMLMOZ,9226397912 Dell Way,,CUPCCZM,KY,60175,US,1,OBSTQMLMOZ@dell.com,9226397912,3,4.23E+15,2008,6,user20159,password,47,100000,F
20160,QTVUSI,CNYWLRTMBN,8518166464 Dell Way,,PHVLDKJ,MT,93243,US,1,CNYWLRTMBN@dell.com,8518166464,3,8.88E+15,2008,6,user20160,password,80,40000,F
20161,OAGOWS,BBKAGSKSUB,3263325252 Dell Way,,LEHOCRL,NY,43484,US,1,BBKAGSKSUB@dell.com,3263325252,2,1.16E+15,2008,6,user20161,password,33,40000,M
20162,XZDHSX,XDHLLKWLAB,9058334229 Dell Way,,IJCRLOU,MA,13544,US,1,XDHLLKWLAB@dell.com,9058334229,2,8.61E+15,2008,6,user20162,password,20,40000,F
20163,IOXJLL,DQEELJCGDP,2838939939 Dell Way,,YTLELSC,NE,15036,US,1,DQEELJCGDP@dell.com,2838939939,1,2.86E+15,2008,6,user20163,password,78,60000,F
20164,XWYQZH,HMBJDJFGCA,9031103734 Dell Way,,TILDALI,DC,73357,US,1,HMBJDJFGCA@dell.com,9031103734,1,8.23E+15,2008,6,user20164,password,54,20000,F
20165,AYQRVB,XCMTHCJQNR,4926025769 Dell Way,,ORKGEHK,OR,27017,US,1,XCMTHCJQNR@dell.com,4926025769,5,7.57E+15,2008,6,user20165,password,21,100000,M
20166,OYSCNK,ENIRFGHLIR,9915626090 Dell Way,,LYWTQWG,TX,18382,US,1,ENIRFGHLIR@dell.com,9915626090,3,6.03E+15,2008,6,user20166,password,74,20000,M
20167,IBMIHK,QWDHPVRKSE,4348199409 Dell Way,,KJFJCHD,MA,90899,US,1,QWDHPVRKSE@dell.com,4348199409,4,7.23E+15,2008,6,user20167,password,73,100000,F
20168,HCIXRG,RRKQFVSLFJ,6460212688 Dell Way,,GXPWYVP,MT,21628,US,1,RRKQFVSLFJ@dell.com,6460212688,3,5.09E+15,2008,6,user20168,password,60,80000,F
20169,EVXXLV,LTHFGMAIDY,2788797910 Dell Way,,ORFYDPT,NC,45033,US,1,LTHFGMAIDY@dell.com,2788797910,4,5.52E+15,2008,6,user20169,password,60,20000,M
20170,NQBIDQ,BSWDVBQFCJ,4945391218 Dell Way,,SAMVBVT,NY,59867,US,1,BSWDVBQFCJ@dell.com,4945391218,4,6.92E+15,2008,6,user20170,password,55,40000,M
20171,DXIRCZ,MJNMQQCYTE,7877428351 Dell Way,,ZCEAQUI,TN,64142,US,1,MJNMQQCYTE@dell.com,7877428351,4,1.06E+15,2008,6,user20171,password,23,40000,F
20172,RBUNUR,WQXAKRJWQZ,8919397918 Dell Way,,EDQIPVG,VA,95434,US,1,WQXAKRJWQZ@dell.com,8919397918,2,9.03E+15,2008,6,user20172,password,87,40000,M
20173,NUNWGO,UBKLEUGOMM,7155556919 Dell Way,,NZSDPPA,AZ,43775,US,1,UBKLEUGOMM@dell.com,7155556919,2,9.16E+15,2008,6,user20173,password,19,100000,M
20174,TEWTNZ,IKMAYFEBWP,4203837220 Dell Way,,TBABFOH,LA,49838,US,1,IKMAYFEBWP@dell.com,4203837220,2,7.91E+15,2008,6,user20174,password,86,20000,M
20175,VACPFA,HDTVCROEEP,8105254082 Dell Way,,HTFVOZM,WV,59818,US,1,HDTVCROEEP@dell.com,8105254082,3,5.68E+15,2008,6,user20175,password,75,80000,M
20176,XYDJXJ,UFFOYZVDXJ,3875909625 Dell Way,,MRMTLNS,MD,30811,US,1,UFFOYZVDXJ@dell.com,3875909625,2,2.98E+15,2008,6,user20176,password,40,60000,F
20177,LSHIGG,ONQJLHNDZN,7899721837 Dell Way,,HJNLIOJ,OK,42790,US,1,ONQJLHNDZN@dell.com,7899721837,3,1.62E+15,2008,6,user20177,password,27,100000,M
20178,KWQHDR,RJPDDOHDUZ,6857248472 Dell Way,,QOCHWAK,GA,69975,US,1,RJPDDOHDUZ@dell.com,6857248472,3,9.89E+15,2008,6,user20178,password,30,80000,F
20179,HWYENH,LSVIDFELJN,4819354652 Dell Way,,CATOCDV,PA,42351,US,1,LSVIDFELJN@dell.com,4819354652,5,4.20E+15,2008,6,user20179,password,63,20000,M
20180,FRUPME,IKNCBXQMPL,9929290901 Dell Way,,GZYHOXR,GA,53972,US,1,IKNCBXQMPL@dell.com,9929290901,1,4.20E+15,2008,6,user20180,password,82,100000,F
20181,UGWASR,QNZWLCHKIN,8972268981 Dell Way,,FGHCFTN,AZ,41196,US,1,QNZWLCHKIN@dell.com,8972268981,3,2.10E+15,2008,6,user20181,password,32,80000,M
20182,PEMGTM,ZOOLJWTFPU,4909469499 Dell Way,,XPCFANN,GA,72728,US,1,ZOOLJWTFPU@dell.com,4909469499,2,3.66E+15,2008,6,user20182,password,58,80000,F
20183,RZLMVZ,KBQXKLTALZ,5402650690 Dell Way,,DLLAVSV,NE,26415,US,1,KBQXKLTALZ@dell.com,5402650690,4,4.05E+15,2008,6,user20183,password,52,100000,F
20184,QJXCHT,QHEJNUJUSZ,3945286097 Dell Way,,HWSKYVF,MO,94084,US,1,QHEJNUJUSZ@dell.com,3945286097,5,1.37E+15,2008,6,user20184,password,41,100000,F
20185,DARBPX,BVPETXTSTH,5884917013 Dell Way,,MLRCAZY,ME,76710,US,1,BVPETXTSTH@dell.com,5884917013,1,6.39E+15,2008,6,user20185,password,88,100000,M
20186,IGGFQA,MENRVHSQQF,1722889242 Dell Way,,QQHBILQ,NV,95634,US,1,MENRVHSQQF@dell.com,1722889242,5,1.07E+15,2008,6,user20186,password,75,20000,M
20187,YERBKL,IIPPDRVWHL,7779951356 Dell Way,,OLGAUHL,NE,54809,US,1,IIPPDRVWHL@dell.com,7779951356,3,1.73E+15,2008,6,user20187,password,87,40000,M
20188,QCFWZJ,IHFRJPVNWG,5255858064 Dell Way,,ICHTCVT,DE,68123,US,1,IHFRJPVNWG@dell.com,5255858064,5,8.28E+15,2008,6,user20188,password,62,80000,M
20189,MGCAAW,XEFPJOLQBC,6785692847 Dell Way,,HRVXCGV,MT,13625,US,1,XEFPJOLQBC@dell.com,6785692847,3,1.52E+15,2008,6,user20189,password,79,60000,F
20190,VPOGXX,PJSWNOVAMA,5422550430 Dell Way,,HXVRLRQ,PA,87135,US,1,PJSWNOVAMA@dell.com,5422550430,1,2.73E+15,2008,6,user20190,password,31,60000,M
20191,IKPVMR,REMPIACGBS,6639740050 Dell Way,,ZZGWMTL,WA,46546,US,1,REMPIACGBS@dell.com,6639740050,2,9.84E+15,2008,6,user20191,password,20,20000,M
20192,JNTIVV,JISSWKDISV,9844844799 Dell Way,,JCHBRQG,NC,89690,US,1,JISSWKDISV@dell.com,9844844799,2,7.72E+15,2008,6,user20192,password,29,100000,M
20193,FNVCLP,SABEFFIYGK,4893588428 Dell Way,,VCFOQJI,VT,38296,US,1,SABEFFIYGK@dell.com,4893588428,2,4.48E+15,2008,6,user20193,password,67,80000,F
20194,ITWZRP,CEYHSMQULP,7787797790 Dell Way,,UFPQDZZ,AZ,19852,US,1,CEYHSMQULP@dell.com,7787797790,2,6.59E+15,2008,6,user20194,password,80,60000,M
20195,PRWNYD,NPVCPZVVEO,9146130788 Dell Way,,LYZAUKP,NM,75173,US,1,NPVCPZVVEO@dell.com,9146130788,1,7.89E+15,2008,6,user20195,password,78,60000,M
20196,UDGNQE,KVVLMCHBKJ,5252153074 Dell Way,,IWFDQEL,WI,49124,US,1,KVVLMCHBKJ@dell.com,5252153074,1,2.52E+15,2008,6,user20196,password,84,60000,M
20197,EEPBYF,ALKSEVIAFJ,4443093152 Dell Way,,KHCOVTG,MI,61442,US,1,ALKSEVIAFJ@dell.com,4443093152,4,2.93E+15,2008,6,user20197,password,44,20000,F
20198,NOEVGZ,HITKLTOKAV,6402569850 Dell Way,,XANLABV,AR,87194,US,1,HITKLTOKAV@dell.com,6402569850,5,7.12E+15,2008,6,user20198,password,21,80000,F
20199,UWUNPT,HBCDKCIJBO,7033159930 Dell Way,,VQNPYOR,OK,23293,US,1,HBCDKCIJBO@dell.com,7033159930,5,8.43E+15,2008,6,user20199,password,57,40000,M
20200,IIGXMB,WWDSYAAGLP,3710927565 Dell Way,,IEKNCPD,NM,82313,US,1,WWDSYAAGLP@dell.com,3710927565,2,3.84E+15,2008,6,user20200,password,42,20000,F
20201,WIUCMT,TZYTACMMJZ,4136128030 Dell Way,,IDILLHM,SD,42339,US,1,TZYTACMMJZ@dell.com,4136128030,5,9.24E+15,2008,6,user20201,password,73,20000,M
20202,BIZVEE,GYBSWHIUSL,4187750638 Dell Way,,OIREERL,MD,33055,US,1,GYBSWHIUSL@dell.com,4187750638,1,8.35E+15,2008,6,user20202,password,61,40000,M
20203,NDMTFD,CDODUSGVID,9200653618 Dell Way,,VFXLKOP,NY,25447,US,1,CDODUSGVID@dell.com,9200653618,2,7.64E+15,2008,6,user20203,password,39,40000,F
20204,FISJEJ,TLRHSSHSTB,6484744939 Dell Way,,ANSTBIT,ND,55260,US,1,TLRHSSHSTB@dell.com,6484744939,1,6.95E+15,2008,6,user20204,password,20,40000,M
20205,CKOUVX,QQFIIZFXAQ,8591740899 Dell Way,,WJVIUTC,ME,69681,US,1,QQFIIZFXAQ@dell.com,8591740899,1,7.55E+15,2008,6,user20205,password,65,20000,F
20206,RGUZEY,KVUGSUXIPY,2046610886 Dell Way,,XXNNPOQ,GA,63890,US,1,KVUGSUXIPY@dell.com,2046610886,4,7.81E+15,2008,6,user20206,password,28,40000,M
20207,PXFZLV,RAJIROZKOI,4332857819 Dell Way,,LGWGCAX,TX,51768,US,1,RAJIROZKOI@dell.com,4332857819,3,6.50E+15,2008,6,user20207,password,67,100000,M
20208,FAMQNJ,EJGCGWLVBZ,9932478158 Dell Way,,LENYWDI,IA,68581,US,1,EJGCGWLVBZ@dell.com,9932478158,3,8.85E+15,2008,6,user20208,password,27,80000,F
20209,SQGFBM,ZFUHLZZMGY,6251881495 Dell Way,,UVIJDVA,KY,67658,US,1,ZFUHLZZMGY@dell.com,6251881495,1,5.00E+15,2008,6,user20209,password,38,80000,M
20210,DROZWB,JTNIOXOUAS,5841688697 Dell Way,,RRTQUPZ,NH,71602,US,1,JTNIOXOUAS@dell.com,5841688697,4,2.30E+15,2008,6,user20210,password,37,40000,F
20211,JGICOQ,JEWWWACLVP,6444121890 Dell Way,,CDXBZNP,NJ,94004,US,1,JEWWWACLVP@dell.com,6444121890,5,2.92E+15,2008,6,user20211,password,68,20000,F
20212,RRHGNN,FLKQXZKKIE,6715009067 Dell Way,,ADLQIJH,NE,73349,US,1,FLKQXZKKIE@dell.com,6715009067,3,9.54E+15,2008,6,user20212,password,78,60000,F
20213,NROXAI,SWQXHIKQKA,8322119256 Dell Way,,DBCCJSA,WY,37868,US,1,SWQXHIKQKA@dell.com,8322119256,5,4.21E+15,2008,6,user20213,password,76,40000,M
20214,RSMUFJ,LPORKYJECP,2880295800 Dell Way,,HDYNRIQ,NJ,69892,US,1,LPORKYJECP@dell.com,2880295800,2,5.11E+15,2008,6,user20214,password,64,80000,F
20215,FFPVDO,JLMBQPCTID,2929480368 Dell Way,,JBTFYRI,DC,66719,US,1,JLMBQPCTID@dell.com,2929480368,2,9.20E+15,2008,6,user20215,password,50,20000,F
20216,PUFPYM,HNOAROOGYV,6412516860 Dell Way,,FGYLRSL,SD,28534,US,1,HNOAROOGYV@dell.com,6412516860,5,1.72E+15,2008,6,user20216,password,71,60000,F
20217,ZKBHIK,JUAAJDPWUW,3541731825 Dell Way,,APODRBX,CO,48991,US,1,JUAAJDPWUW@dell.com,3541731825,5,7.16E+15,2008,6,user20217,password,43,40000,M
20218,HYDXIA,ZLCKIQWNGL,5684739819 Dell Way,,ELVPLUM,WY,14578,US,1,ZLCKIQWNGL@dell.com,5684739819,4,8.81E+15,2008,6,user20218,password,70,100000,M
20219,VGVIIM,MDSLQBFPIF,6661039405 Dell Way,,XLNKFVT,MI,73637,US,1,MDSLQBFPIF@dell.com,6661039405,1,9.20E+15,2008,6,user20219,password,41,100000,F
20220,JNRLSC,ARKEVCDYTZ,8986110391 Dell Way,,PPILNTI,MN,26308,US,1,ARKEVCDYTZ@dell.com,8986110391,4,5.71E+15,2008,6,user20220,password,87,100000,M
20221,IRUIFF,CMTGDAMBGF,5645820811 Dell Way,,LWBYFIV,MT,85243,US,1,CMTGDAMBGF@dell.com,5645820811,3,8.96E+15,2008,6,user20221,password,70,40000,F
20222,ASGNTQ,XQIFPMWXDE,4260093926 Dell Way,,LBLRESJ,AL,41793,US,1,XQIFPMWXDE@dell.com,4260093926,4,1.62E+15,2008,6,user20222,password,65,20000,F
20223,UPICCB,FLUAKFDUHS,5006135411 Dell Way,,VKLCAYQ,WV,48015,US,1,FLUAKFDUHS@dell.com,5006135411,1,6.48E+15,2008,6,user20223,password,18,40000,M
20224,MOTKXJ,RWPIDGOZYX,9576279673 Dell Way,,JTKCWYT,KS,33351,US,1,RWPIDGOZYX@dell.com,9576279673,1,4.40E+15,2008,6,user20224,password,63,20000,M
20225,LUUGUD,BEUMQWYHUH,8198411644 Dell Way,,CXFAVEV,MD,10473,US,1,BEUMQWYHUH@dell.com,8198411644,4,7.55E+15,2008,6,user20225,password,79,20000,M
20226,ULKPQR,BQUDDLPRQX,9859761732 Dell Way,,PFGECMI,RI,14732,US,1,BQUDDLPRQX@dell.com,9859761732,5,9.62E+15,2008,6,user20226,password,35,20000,F
20227,PZHSXM,POXRKJOKDL,5927347138 Dell Way,,KMFFPTM,CT,32112,US,1,POXRKJOKDL@dell.com,5927347138,4,9.58E+15,2008,6,user20227,password,78,20000,F
20228,JXIDSO,RXQSYYMEYS,6435846684 Dell Way,,DMYOVYH,SC,63445,US,1,RXQSYYMEYS@dell.com,6435846684,3,6.91E+15,2008,6,user20228,password,59,80000,F
20229,DBOWVU,SFTLRBTXTS,4025366486 Dell Way,,SGSHTHE,AZ,85809,US,1,SFTLRBTXTS@dell.com,4025366486,3,2.63E+15,2008,6,user20229,password,86,40000,F
20230,KRUSCP,NPGMLQHWAN,9168292917 Dell Way,,HMHGRLU,MA,35127,US,1,NPGMLQHWAN@dell.com,9168292917,3,4.05E+15,2008,6,user20230,password,82,100000,M
20231,IIZXIR,UVGZNGFRBI,6837097614 Dell Way,,BOMYBIY,OR,68902,US,1,UVGZNGFRBI@dell.com,6837097614,3,1.26E+15,2008,6,user20231,password,72,80000,F
20232,XDCQEX,KGXWSWINTK,7305243058 Dell Way,,JLLOSFO,ND,90839,US,1,KGXWSWINTK@dell.com,7305243058,4,2.01E+15,2008,6,user20232,password,70,20000,F
20233,WEYDRO,GUSMHSJAXW,9993231374 Dell Way,,DWZAILH,RI,99689,US,1,GUSMHSJAXW@dell.com,9993231374,2,4.56E+15,2008,6,user20233,password,39,60000,M
20234,CBMGJY,ZBBRVNARIF,1719598993 Dell Way,,PAUZRSV,LA,95837,US,1,ZBBRVNARIF@dell.com,1719598993,2,5.50E+15,2008,6,user20234,password,45,40000,M
20235,XLLUAB,HKNDWDCJBE,1855385581 Dell Way,,TWLLJIT,MS,34374,US,1,HKNDWDCJBE@dell.com,1855385581,4,3.44E+15,2008,6,user20235,password,69,80000,F
20236,ZBMMXO,SXRUNBRCSQ,6372170443 Dell Way,,MBEVMUP,KS,34968,US,1,SXRUNBRCSQ@dell.com,6372170443,3,9.24E+15,2008,6,user20236,password,49,80000,M
20237,WOHPYA,MXEOQAKICN,4006157171 Dell Way,,IGECRGY,MN,46517,US,1,MXEOQAKICN@dell.com,4006157171,4,4.45E+15,2008,6,user20237,password,20,60000,M
20238,AVYXOP,TRAVJMPYPQ,9826052316 Dell Way,,BOZVNBG,OH,73161,US,1,TRAVJMPYPQ@dell.com,9826052316,2,1.24E+15,2008,6,user20238,password,59,20000,M
20239,FTYMFH,OJZTWNSKUM,5262133020 Dell Way,,YOCOPAE,IA,76873,US,1,OJZTWNSKUM@dell.com,5262133020,3,8.81E+15,2008,6,user20239,password,21,60000,M
20240,GYEFSQ,SKYDZJYICG,6675888834 Dell Way,,HMHZPMO,NE,42564,US,1,SKYDZJYICG@dell.com,6675888834,1,6.64E+15,2008,6,user20240,password,60,100000,F
20241,ZKIKXV,JHBMQPJFMQ,2550181363 Dell Way,,FHWXRHS,MS,23926,US,1,JHBMQPJFMQ@dell.com,2550181363,1,2.60E+15,2008,6,user20241,password,40,40000,M
20242,PPKDLO,RFCTUULKQI,7517226980 Dell Way,,TXDKPYP,CA,61201,US,1,RFCTUULKQI@dell.com,7517226980,4,1.73E+15,2008,6,user20242,password,64,20000,M
20243,CBSMVQ,HHWTKICLPB,5880530902 Dell Way,,JYFFBBC,SC,28078,US,1,HHWTKICLPB@dell.com,5880530902,4,3.54E+15,2008,6,user20243,password,70,80000,M
20244,INVUSQ,TVUYLUXIMG,6523791976 Dell Way,,GSUFTES,LA,85371,US,1,TVUYLUXIMG@dell.com,6523791976,4,4.15E+15,2008,6,user20244,password,75,80000,M
20245,ZCOVPO,ZASDSPYLAC,5626519401 Dell Way,,LXVYDFU,MI,19677,US,1,ZASDSPYLAC@dell.com,5626519401,4,7.78E+15,2008,6,user20245,password,60,80000,M
20246,VBINJM,QFVBILBDSY,5149193962 Dell Way,,XKVZGCD,KS,72402,US,1,QFVBILBDSY@dell.com,5149193962,4,3.83E+15,2008,6,user20246,password,79,100000,F
20247,MNHNIH,ANBXSQNYWW,5503081351 Dell Way,,ACESCDI,MN,77108,US,1,ANBXSQNYWW@dell.com,5503081351,4,9.00E+15,2008,6,user20247,password,80,80000,F
20248,QGDSMG,OOPLQTTORN,5457791401 Dell Way,,SYZSCJZ,NE,67731,US,1,OOPLQTTORN@dell.com,5457791401,1,1.66E+15,2008,6,user20248,password,86,40000,M
20249,JPTSMJ,FQNCCPMMUW,1827561292 Dell Way,,QNHFULT,RI,65109,US,1,FQNCCPMMUW@dell.com,1827561292,1,4.06E+15,2008,6,user20249,password,67,40000,M
20250,YDHHEM,ENUSHJBGQC,3915903478 Dell Way,,LRFKQSZ,LA,54876,US,1,ENUSHJBGQC@dell.com,3915903478,2,7.76E+15,2008,6,user20250,password,54,40000,M
20251,OYMYXK,HDNKPJWJHY,1687255467 Dell Way,,EGFCKLT,IL,58832,US,1,HDNKPJWJHY@dell.com,1687255467,5,8.06E+15,2008,6,user20251,password,19,40000,M
20252,VQAXXC,TUUBBWKIVV,4909165123 Dell Way,,GYHRURO,NM,50245,US,1,TUUBBWKIVV@dell.com,4909165123,1,9.35E+15,2008,6,user20252,password,25,20000,M
20253,PPYAPJ,HWPWLAZFRQ,1572609962 Dell Way,,CQJOAEM,MT,38542,US,1,HWPWLAZFRQ@dell.com,1572609962,3,9.55E+15,2008,6,user20253,password,42,100000,M
20254,DTAOKG,PPXVCUQPNA,9960545258 Dell Way,,NEWKFBY,OH,17668,US,1,PPXVCUQPNA@dell.com,9960545258,1,2.99E+15,2008,6,user20254,password,27,100000,M
20255,IBNIVE,TSHEFPCTRZ,3096940492 Dell Way,,FGGLASS,FL,56117,US,1,TSHEFPCTRZ@dell.com,3096940492,3,5.95E+15,2008,6,user20255,password,53,40000,F
20256,TNDXDE,APSLCKFWZL,7990901307 Dell Way,,OESMDGR,LA,40549,US,1,APSLCKFWZL@dell.com,7990901307,3,9.07E+15,2008,6,user20256,password,87,40000,F
20257,BIQZCG,JOFHEQTXYW,4437236108 Dell Way,,MBDYZPZ,MN,60116,US,1,JOFHEQTXYW@dell.com,4437236108,3,3.68E+15,2008,6,user20257,password,65,20000,M
20258,DYXZGF,BLWHYVELGV,9503105910 Dell Way,,OJFSCZI,IL,27959,US,1,BLWHYVELGV@dell.com,9503105910,2,9.29E+15,2008,6,user20258,password,55,40000,F
20259,KFTEYE,JCCJPEJIYS,8208369567 Dell Way,,MZINDMW,NM,39892,US,1,JCCJPEJIYS@dell.com,8208369567,1,9.06E+15,2008,6,user20259,password,33,60000,F
20260,YOYBFC,YIAIRXDLRP,9457367675 Dell Way,,QRFLVFQ,OR,23661,US,1,YIAIRXDLRP@dell.com,9457367675,3,2.84E+15,2008,6,user20260,password,39,20000,F
20261,LTZKQN,PJROXAVFVT,4840858856 Dell Way,,HYPHPCE,NE,50889,US,1,PJROXAVFVT@dell.com,4840858856,3,2.97E+15,2008,6,user20261,password,53,20000,M
20262,KKXMQB,GPQLBAVRNC,2161351601 Dell Way,,KZRBYEZ,HI,77800,US,1,GPQLBAVRNC@dell.com,2161351601,2,9.00E+15,2008,6,user20262,password,41,20000,M
20263,IFTLMX,WEFFRZYOPA,3045937487 Dell Way,,ICLWPCA,NV,76016,US,1,WEFFRZYOPA@dell.com,3045937487,5,9.61E+15,2008,6,user20263,password,23,60000,F
20264,WMYOJP,OWSFGBUXEP,7759718083 Dell Way,,RIULJAZ,NM,30094,US,1,OWSFGBUXEP@dell.com,7759718083,3,1.94E+15,2008,6,user20264,password,74,80000,M
20265,GCFNGF,EOLLRYCZEC,8118290255 Dell Way,,VFLIXCW,IA,98085,US,1,EOLLRYCZEC@dell.com,8118290255,3,7.30E+15,2008,6,user20265,password,57,100000,M
20266,SDKXQA,WUBVECZXGB,2878821512 Dell Way,,XSYAQCA,SD,69793,US,1,WUBVECZXGB@dell.com,2878821512,5,7.22E+15,2008,6,user20266,password,18,40000,M
20267,CKCLMX,IHCBENHNXX,3117589177 Dell Way,,BYCSPDM,UT,17916,US,1,IHCBENHNXX@dell.com,3117589177,1,6.45E+15,2008,6,user20267,password,48,80000,F
20268,TOJFFP,IXFFXHCWZV,5269277017 Dell Way,,WXJLREZ,NY,81714,US,1,IXFFXHCWZV@dell.com,5269277017,5,7.20E+15,2008,6,user20268,password,50,100000,M
20269,JFOYQP,MKOEGAVMJE,4498235832 Dell Way,,WNJMHWD,MD,70023,US,1,MKOEGAVMJE@dell.com,4498235832,4,7.85E+15,2008,6,user20269,password,56,60000,M
20270,ZQQVKK,GXHNKEUQEL,9280681611 Dell Way,,VTIFEKV,CA,95478,US,1,GXHNKEUQEL@dell.com,9280681611,3,2.45E+15,2008,6,user20270,password,49,100000,F
20271,DMSVYD,WRDHVHIAZE,8038899006 Dell Way,,EDMCXNU,TN,64507,US,1,WRDHVHIAZE@dell.com,8038899006,5,3.53E+15,2008,6,user20271,password,49,20000,M
20272,MZEREN,TEBQCLEBFQ,3478595848 Dell Way,,YQPAXTA,IN,88344,US,1,TEBQCLEBFQ@dell.com,3478595848,2,6.33E+15,2008,6,user20272,password,90,100000,F
20273,ZOLPIE,XDLWLATDOT,7872124425 Dell Way,,SQXSUAH,KS,71985,US,1,XDLWLATDOT@dell.com,7872124425,5,1.52E+15,2008,6,user20273,password,82,40000,M
20274,VWRJNR,PVCQNXDIMB,2964529841 Dell Way,,JUWUTHE,CO,56351,US,1,PVCQNXDIMB@dell.com,2964529841,4,6.22E+15,2008,6,user20274,password,30,40000,M
20275,CIIHHF,QWCSBITSPM,1299560544 Dell Way,,VMXBPXT,IN,28504,US,1,QWCSBITSPM@dell.com,1299560544,5,1.78E+15,2008,6,user20275,password,72,60000,M
20276,CSSTHR,OAEARQVTDO,9627488797 Dell Way,,DGIIFCN,NV,92473,US,1,OAEARQVTDO@dell.com,9627488797,2,6.48E+15,2008,6,user20276,password,82,60000,F
20277,MDICWJ,QPYKLADODX,2921777508 Dell Way,,AJRBMBY,CA,65466,US,1,QPYKLADODX@dell.com,2921777508,4,4.81E+15,2008,6,user20277,password,53,60000,M
20278,NILVIW,BISTEMXKSV,9356334930 Dell Way,,IXAGSSE,CO,19717,US,1,BISTEMXKSV@dell.com,9356334930,3,5.03E+15,2008,6,user20278,password,80,40000,F
20279,NNXHWZ,PSFRCMSFQN,2417315859 Dell Way,,UOTVCUX,MO,51132,US,1,PSFRCMSFQN@dell.com,2417315859,4,2.98E+15,2008,6,user20279,password,46,60000,M
